,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
10,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-07-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.5,9.5,0,40,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
11,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-07-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,14.5,14.5,0,56,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
12,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
13,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.9,9.9,0,41,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
14,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.5,8.5,0,35,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
15,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-10,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
16,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.5,8.5,0,35,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
17,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.0,9.0,0,38,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
18,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.1,5.1,0,21,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
19,42,003,0008,88502,1,40.46542,-79.960757,WGS84,Acceptable PM2.5 AQI & Speciation Mass,7,24 HOUR,,2019-08-22,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.7,5.7,0,24,707,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm. - GRAVIMETRIC",Lawrenceville,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,38300,"Pittsburgh, PA",2020-12-23
