,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
40649,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-09-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.8,4.8,0,20.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40655,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-09-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,25.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40661,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-09-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.8,10.8,0,45.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40667,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-10-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.9,8.9,0,37.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40673,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-10-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.0,6.0,0,25.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40679,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-10-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.2,6.2,0,26.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40685,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-10-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.3,6.3,0,26.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40691,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-10-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.7,10.7,0,45.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40697,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-11-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.7,9.7,0,40.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40703,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-11-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.9,12.9,0,53.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40709,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-11-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.8,3.8,0,16.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40715,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-11-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40721,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-11-29,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.5,5.5,0,23.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40727,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-12-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.8,6.8,0,28.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40733,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-12-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.4,10.4,0,43.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40739,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-12-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.2,6.2,0,26.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40745,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-12-23,Micrograms/cubic meter (LC),No Events,1,100.0,Y,19.1,19.1,0,66.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
