,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
40295,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.2,6.2,0,26.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40301,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.7,4.7,0,20.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40307,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.6,11.6,0,48.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40313,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,14.5,14.5,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40319,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,15.7,15.7,0,59.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40325,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.3,5.3,0,22.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40331,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40337,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.1,8.1,0,34.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40343,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-01-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.0,5.0,0,21.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40349,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-02-08,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.4,4.4,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40355,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-02-11,Micrograms/cubic meter (LC),No Events,1,100.0,Y,14.6,14.6,0,56.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40361,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-02-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.8,7.8,0,33.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40367,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-02-17,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.4,6.4,0,27.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40373,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-02-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.0,7.0,0,29.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40379,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.4,7.4,0,31.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40385,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.6,16.6,0,60.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40391,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-10,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.2,7.2,0,30.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40397,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.1,13.1,0,53.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40403,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-16,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.8,3.8,0,16.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40409,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.2,12.2,0,51.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40415,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-22,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.1,6.1,0,25.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40421,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.6,9.6,0,40.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40427,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-28,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,48.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40433,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-03-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,2.7,2.7,0,11.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40439,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.9,8.9,0,37.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40445,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,49.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40451,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.3,7.3,0,30.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40457,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.1,8.1,0,34.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40463,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.7,3.7,0,15.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40469,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.2,13.2,0,53.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40475,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.3,4.3,0,18.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40481,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-24,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.3,5.3,0,22.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40487,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,17.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40493,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-04-30,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.6,6.6,0,28.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40499,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.5,11.5,0,48.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40505,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,39.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40511,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-09,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.8,10.8,0,45.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40517,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,4.0,4.0,0,17.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40523,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-15,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,34.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40529,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-18,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,49.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40535,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-21,Micrograms/cubic meter (LC),No Events,1,100.0,Y,3.0,3.0,0,13.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40541,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-05-27,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.5,6.5,0,27.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40547,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-06-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.8,11.8,0,49.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40553,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-06-08,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.3,10.3,0,43.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40559,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-06-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.0,5.0,0,21.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40565,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-06-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.7,6.7,0,28.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40571,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-06-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,46.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40577,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-07-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,13.0,13.0,0,53.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40583,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-07-08,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.5,12.5,0,52.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40589,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-07-14,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.9,9.9,0,41.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40595,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-07-20,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.0,16.0,0,59.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40601,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-07-26,Micrograms/cubic meter (LC),No Events,1,100.0,Y,12.5,12.5,0,52.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40607,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-01,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.1,11.1,0,46.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40613,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.8,10.8,0,45.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40619,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-13,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.3,10.3,0,43.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40625,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-19,Micrograms/cubic meter (LC),No Events,1,100.0,Y,6.7,6.7,0,28.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40631,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-25,Micrograms/cubic meter (LC),No Events,1,100.0,Y,5.8,5.8,0,24.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40637,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-08-31,Micrograms/cubic meter (LC),No Events,1,100.0,Y,7.1,7.1,0,30.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
40643,42,003,0002,88101,1,40.499767,-80.071337,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,2019-09-12,Micrograms/cubic meter (LC),No Events,1,100.0,Y,10.3,10.3,0,43.0,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,Avalon,"520 Orchard Ave, Avalon, PA 15202 (Avalon)",Pennsylvania,Allegheny,Avalon,38300,"Pittsburgh, PA",2021-11-02
